;Nama_umkm;Sektor_usaha;Sektor_umkm;Kabupaten;Kecamatan;Desa;Jenis_usaha;Omset;Aset;Cluster
2359;Kedai Firza / Baharuddin;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Taman Siswa Gp. Merduati;Makanan Ringan dan Minuman;10000;252000;2
2360;Kedai Rosmawar / Rosmawar;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Taman Siswa Gp. Merduati;Sembako;10000;288000;2
2361;Kedai Rusdi / Rusdi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Makanan Ringan dan Minuman;15000;18000;0
2362;Kios Eni / Murniati;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Makanan Ringan dan Minuman;35000;300000;2
2363;Kios Obat Sinar Sehat / Tarmizi. M;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Obat Obatan;8000;16000;0
2364;Kedai Aisyah Mandiri / Reni Irawati;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Kelontong;30000;324000;1
2365;Siang Malam / M. Nasir;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Kedai Kopi;10000;365000;1
2366;Ponsel Heri / Bob;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Sp. Keudah Gp. Keudah;Pulsa Electrik;7500;150000;2
2367;Rumah Makan Bunda Tangse/ Tgk. Jakfar;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Rumah Makan;40000;18000;0
2368;Regar Jok Audio / Siregar;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Jok Audio;10000;100000;2
2369;Kedai Kopi / Syamsul;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Warung Kopi;7500;84000;2
2370;Kedai Kopi Bruk / Armansyah;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Warung Kopi;15000;60000;0
2371;UD. Ingin Jaya / M. Dahlan;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Keudah;Kelontong;10000;96000;2
2372;Kedai Yusma / Effendi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Peulanggahan;Kelontong;20000;365000;1
2373;Toko Anita/ Dahlia;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Peulanggahan;Makanan Ringan dan Minuman;9000;12000;0
2374;Kios Ari Jaya / Nasrida;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Peulanggahan;Makanan Ringan dan Minuman;15000;162000;2
2375;Kios Baru / Soeparman;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Peulanggahan;Makanan Ringan dan Minuman;10000;25200;0
2376;Kedai Erwin / Erwin;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Peulanggahan;Kelontong;20000;54000;0
2377;Kios Sastriandi / Sastriandi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Blang Perlak Gp. Jawa;Makanan Ringan dan Makanan;30000;11000;0
2378;Kedai Cek Wi / Zulkifli;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Jawa;Kelontong;30000;288000;2
2379;Kedai Muktar / Muktar;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Jawa;Kelontong;40000;180000;2
2380;Mutiara Barat / Mustafa;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Dianjung Gp. Jawa;Kelontong;40000;365000;1
2381;Kios Falera / Siswadi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Malem Dagang Gp. Keudah;Makanan Ringan dan Minuman;20000;130000;2
2382;Moga Jaya / Wahyu;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Malem Dagang Gp. Keudah;Kelontong;40000;136000;2
2383;Toko Senyum Bahagia / Rian Mawardi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Malem Dagang Gp. Keudah;Kelontong;20000;36000;0
2384;Kedai H. Daud / Zoelkarnain;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Rama Setia Gp. Lampaseh Kota;Sembako;40000;180000;2
2385;Kedai Fitri / Fitri Indah Sari;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Rama Setia Gp. Lampaseh Kota;Kelontong;10000;216000;2
2386;Aulia Cell / Aulia;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Rama Setia Gp. Lampaseh Kota;Jualan Hand Phone;40000;216000;2
2387;Okan Pulsa / Syukran;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Rama Setia Gp. Lampaseh Kota;Kelontong dan Jual Pulsa;10000;360000;1
2388;QQ / Rizki Kamal;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Rama Setia Gp. Lampaseh Kota;Air Isi Ulang;25000;180000;2
2389;Fitriana;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Gp. Jawa;Kelompok Usaha Kelontong;4000;10000;0
2390;Saerah;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Gp. Peulanggahan;Jualan Kelontong;45000;15000;0
2391;Samsiah;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Dipo No.19Ds. Syah Bandar Gp. Peulanggahan;Kelontong;30000;10000;0
2392;Erwin;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Ds. Beringin Gp. Keudah;Kelontong;15000;7000;0
2393;Umrawahyuni;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Tgk. Muda Ds. Beringin Gp. Keudah;Kelontong;20000;10000;0
2394;M. Riza;Perdagangan;Mikro;Banda Aceh;Kuta raja;Keudah;Kelontong;100000;50000;0
2395;Kelontong;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Gp.Jawa;Kelontong;14000;20000;0
2396;Kelontong Mandiri;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Peulanggahan;Kelontong;80000;100000;2
2397;Kelontong;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Gp.Peulanggahan;Kelontong;14000;20000;0
2398;Kios;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Tgk Dikandang Ds.Raja Siuroe;Kios;15000;25000;0
2399;Jualan Ikan Keliling;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Peulanggahan;Jualan Ikan Keliling;20000;30000;0
2400;Abu Bakar;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Poteumeu Reuhom No.64;Usaha Kelontong;50217;125000;2
2401;Warung Makan Dan Minum;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Sultan Malikulsaleh;Jualan Nasi Dan Minum;50000;150000;2
2402;Jualan Kue;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Gp.Laksana;Julan Kue;3000;10000;0
2403;Tiga Putri;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Keudah;Kedai Kelontong;40000;60000;0
2404;Kios Barelang;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Malem Dagang Gp. Keudah;Kios Kelontong;4000;20000;0
2405;Kios Bina Usaha;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda;Kios Jualan Rokok;4000;6000;0
2406;Pak Wed;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda;Kelontong;3000;80000;2
2407;Zidane Cell;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda;Kios Pulsa;10000;60000;0
2408;Intan;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. T. Dianjong;Kelontong;15000;70000;2
2409;UD. Doa Ibu;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. T. Dianjong;Jualan Pakan Ayam;3000;12000;0
2410;Aisyah Mandiri;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. T. Dianjong;Sembako;20000;12000;0
2411;Neisya Cell;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Malem Dagang Gp. Keudah;Jualan Pulsa Dan Kios Rokok;15000;54000;0
2412;Moga Jaya;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Malem Dagang Gp. Keudah;Kelontong;25000;240000;2
2413;Yakin Almunium Service;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda Gp. Keudah;Jualan Almunium Dan Kaca;50000;15000;0
2414;Indawa Mobil;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda Gp. Keudah;Asesories Mobil;20000;15000;0
2415;Pakan Ayam;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. Tgk Muda Gp. Keudah;Jual PakanAyam;20000;72000;2
2416;Rusdi Idrus;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl. T. Dianjung;Warung Kelontong;20000;200000;2
2417;Indra Budiman;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Blang Lam Ujong i;Jualan The Poci;5000;15000;0
2418;Syarifuddin;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Tgk Muda Gp.Jawa;Jualan Ikan;15000;16000;0
2419;Junaidi;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Tgk.Dikandang Dsn.Dikandang Gp.Pande;Kelontong;10000;25000;0
2420;Beti Yuzela;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Blang Lam Ujong Gp.Peulanggahan;Julan Eceran Kelontong;15000;37500;0
2421;Safura;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Blang Lam Ujong Gp.Peulanggahan;Julan Eceran Kelontong;15000;37500;0
2422;Indrawan Mendrova;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Pintu Air Taman Siswa Ujung Gp. Merduati;Dagang Sate;7000;17500;0
2423;Lindawati;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Dsn. Kemuning Gp. Merduati;Dagang Sate;7000;17500;0
2424;Ainun Mardhiah;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Twk.Raja Keumala Lr.Beringin.No.5 Gp. Merd;Dagang Sate;7000;17500;0
2425;Roslawati;Perdagangan;Mikro;Banda Aceh;Kuta Raja;Jl.Pintu Air Gp. Merduati;Dagang Sate;7000;17500;0
2426;Adlan. S.Ag;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Kelontong;75000;75000;2
2427;Heri Agus Nawar;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Kelontong;40000;75000;2
2428;Zainab MS.;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. M. Saman;Kelontong;20000;75000;2
2429;Irawati;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Keuchik Mia;Kelontong;15000;75000;2
2430;Samdan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Kelontong;14000;75000;2
2431;Kamariah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Tgk. Chik;Kelontong;36000;75000;2
2432;Zubaidah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Ibrahim;Warkop;31000;45000;0
2433;Nur Azmi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr. Rembulan;Warkop;12000;45000;0
2434;Salmiati;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr. Rembulan;Warkop;13000;45000;0
2435;Nurmiati;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr. PK Aceh;Warkop;14000;45000;0
2436;Mawardi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Lueng Bata;Warkop;24000;45000;0
2437;Nurhayati;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Warkop;24000;45000;0
2438;Nurma;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Warkop;36000;45000;0
2439;Fitria;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Warkop;24000;45000;0
2440;Auskari;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Warkop;36000;45000;0
2441;Iswandi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Warkop;48000;45000;0
2442;Bustamam;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr. Rembulan;Warkop;36000;45000;0
2443;Mariana;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Angsa;Warkop;36000;108000;2
2444;Nasrullah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Kelontong;48000;75000;2
2445;Abdul Manaf;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Mangga;Kelontong;36000;75000;2
2446;Dahri;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr. Rambutan;Kelontong;26000;75000;2
2447;Bakhtiar;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;34000;75000;2
2448;Fikir M. Sayed Ramli;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;48000;75000;2
2449;Ramli;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;24000;75000;2
2450;Agus Faisal;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;38000;75000;2
2451;Maulidar Abd.;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;48000;75000;2
2452;Zulmahdi AR.;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;28000;75000;2
2453;M. Yunus;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Kelontong;13000;75000;2
2454;Sabariah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. H. Keuchik Leumiek;Kelontong;36000;75000;2
2455;Aisyah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. H. Keuchik Leumiek;Warkop;48000;45000;0
2456;Zubaidah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. H. Keuchik Leumiek;Warkop;24000;45000;0
2457;Maimunah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl.T. Ibrahim;Warkop;26000;45000;0
2458;Sakdiah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Cut Apa Mai;Warkop;18000;45000;0
2459;Safruddin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Cut Apa Mai;Warkop;18000;45000;0
2460;Hamzah Bidui;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;Warkop;24000;45000;0
2461;T. Fakruddin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Warkop;48000;45000;0
2462;Hasballah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Warkop;37000;45000;0
2463;Marsidah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Warkop;42000;45000;0
2464;M. Jamal S.;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. H. Keuchik Leumiek;Warkop;24000;45000;0
2465;Siti Bahram;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. H. Keuchik Leumiek;Warkop;26000;45000;0
2466;Saiful Ibrahim;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Warkop;25000;45000;0
2467;Surida;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. T. Imum Lueng Bata;Warkop;24000;45000;0
2468;Zailani Ibrahim;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Cot Mesjid;kios;11000;25000;0
2469;Abubakar;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;24000;35000;0
2470;Muzakir;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Kuta Lampanah;Warung Nasi;17000;35000;0
2471;Iskandar;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Ulee Pata;Warung Nasi;24000;35000;0
2472;Abdullah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Ulee Pata;Warung Nasi;64000;35000;0
2473;Kamarullah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Nasruddin Rasyid;Warung Nasi;17000;35000;0
2474;Zamilah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Nasruddin Rasyid;Warung Nasi;18000;35000;0
2475;Mukhtaruddin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Kelontong;70000;75000;2
2476;Iskandar;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Kelontong;75000;75000;2
2477;Mahyani;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Kelontong;20000;75000;2
2478;Fahmi Amin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Kios;15000;25000;0
2479;Syahrul Amri;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Foto Copy;38000;108000;2
2480;Yusra;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;12000;108000;2
2481;Ridwan Yunus;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;17000;35000;0
2482;Zaini Hasyim;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;13000;35000;0
2483;Muliadi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;18000;35000;0
2484;Nasruddin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;17000;35000;0
2485;Ali Yakob;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Warung Nasi;24000;35000;0
2486;Yahril;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;kios;28000;25000;0
2487;Bukhari;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;kios;65000;25000;0
2488;Yunita;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Merak No. 42;Warung Nasi;30000;35000;0
2489;Zuhari;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Lingkar Barat;Warung Nasi;18000;35000;0
2490;Reza Mahrizal;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lueng Bata;Kelontong;70000;108000;2
2491;Kios Fauzan Arief;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jln. Angsa No. 17;Asesoris;30000;50000;0
2492;Ekuwin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Sp. Terminal Baru Batoh Kec.;Jual Air Tebu;12000;15000;0
2493;M. Saidi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Jual Ikan;25000;65000;2
2494;Jonni Fard;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Jual Ikan;20000;65000;2
2495;Hamdan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Desa Batoh;Jual Ikan;10000;65000;2
2496;Rahmad;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. K Ali Desa Cot Mesjid;Jualan Buah;12000;21000;0
2497;Ricky Abdurrahman;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl.Cinta kasih timur VII Panteriek;Jualan di Kios;6000;55000;0
2498;Edwar Hasyim;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lueng Bata;Jualan Mie;20000;24000;0
2499;Imuwar Yusuf;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Barat VII No.6 Komp. Cinta Kasih Panteriek;Jualan Nasi;12000;25000;0
2500;safrudin. SE;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl.Batara Utara No 40 Lembah hijau;Jualan Produk Herbal;36000;32000;0
2501;Taufik Kupi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jln. Mr. M. Hasan Ds. Batoh;Kedai Kopi;50000;75000;2
2502;Zakaria Puteh;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Pante Riek Kec. Lueng Bata;Kelontong;40000;75000;2
2503;Zakaria Puteh;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Barat V Cinta Kasih Panteriek;Kelontong;400;75000;2
2504;Mansur M. Yunus;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Pante Riek;Kios;80000;96000;2
2505;R. Fadhli. ST;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl. Kampus Muhammadiah;Loundry &Digital Printing;60000;80000;2
2506;Zulkifli;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lueng Bata;Pulut Bakar;20000;14000;0
2507;Khamariah;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jl.Tgk Chiek Imuem;Rias Pengantin & Pelaminan;100000;108000;2
2508;M. Yani. A.Md;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Blang Cut;Sembako;30000;111000;2
2509;Rizki Ananda;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lueng Bata;Sembako;30000;108000;2
2510;Kios Soraya;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jln. Batara V No. 6;Sembako;20000;105000;2
2511;Warkop Awi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Jln. AMD No.29;Warung;30000;56000;0
2512;Husoini;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Manunggal - Lamdom;warung;30000;56000;0
2513;Hananan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Penjualan Buah - Buahan;12000;180000;2
2514;Serba 6000;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Mainan Anak-anak;35000;40000;0
2515;Putra Minang;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Warung Nasi;45000;360000;1
2516;Pazzus;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T.Imum Lueng Bata Gp. Lamseupung;Accesoris Hp;30000;45000;0
2517;Es Campur Lajuna;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Es Campur;10000;15000;0
2518;Ilma Jaya;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Usaha Ban Mobil / Tempel Ban;20000;15000;0
2519;Warkop Hasanuddin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Suka Damai;Warung Kopi;30000;50000;0
2520;Lidia Butik;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Tgk.Chiek Ditiro  Gp. Suka Damai;Butik;45000;35000;0
2521;Hananan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Tgk.Chiek Ditiro  Gp. Suka Damai;Warung Kopi;15000;20000;0
2522;Hasbalah Sembako;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr.Lhok Pindah Gp. Lueng Bata;Sembako & Sayur - Sayuran;41000;130000;2
2523;Subur;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Dusun Mesjid Gp. Lueng Bata;Kelontong;41000;95000;2
2524;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Lr.Beringin Gp. Cot Masjid;Kelontong;46000;80000;2
2525;Warkop Lueng Bata;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Dusun Mesjid Gp. Lueng Bata;Jualan Kopi;35000;40000;0
2526;Apotek Maqaila;Perdagangan;Mikro;Banda Aceh;Lueng Bata;AMD Gp. Batoh;Menjual Obat - Obatan;36000;288000;2
2527;Hananan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T.Imum Lueng Bata Gp. Suka Damai;Kelontong;25000;108000;2
2528;Beujaya;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Warung Nasi;15000;18000;0
2529;Kebun Jeruk M.Sirajuzin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Buah - Buahan;16000;540000;1
2530;Warung Pecal Djogja;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Pecal;25000;60000;0
2531;JQ Florist;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Blang Cut;Papan Bunga;35000;50000;0
2532;Shakra Syukra;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Penjualan Kue;10000;36000;0
2533;T.O.Mustajab 2;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T.Hasan Dek Gp. Lamseupung;Jualan Obat - Obatan;18000;24000;0
2534;Aula;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Suka Damai;Es Campur & Es Teler;7000;180000;2
2535;Warung Nasi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Tgk.Chiek Ditiro  Sp. Surabaya;Nasi Bebek;40000;75000;2
2536;Adinda;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Kelontong;20000;620000;1
2537;Rakan Pangkas;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Pangkas;40000;50000;0
2538;Berkat Usaha;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Kelontong;20000;320000;1
2539;Hananan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Warkop;20000;200000;2
2540;Hananan;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Warung Nasi;20000;124000;2
2541;Rizki Cell;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Batoh;Ponsel Service;25000;25000;0
2542;Anola / Idola kate;Perdagangan;Mikro;Banda Aceh;Lueng Bata;AMD Gp. Batoh;Warkop;30000;72000;2
2543;Akhi Poncel;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr.Dr.Mohd.Hasan Gp. Blang Cut;Accesoris / Pulsa Hp;25000;90000;2
2544;Kelontong / Taufik;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T. M. Hasan Terminal Batoh Gp. Batoh;Kelontong;25000;70000;2
2545;Nuansa Kupi / Muchsin;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr. Mohd. Hasan Gp. Batoh;Warung Kopi;34000;36000;0
2546;Kelontong / Azhar Ishak;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T. Umum Lueng Bata;Kelontong;15000;60000;0
2547;Rujak Bang Dafa Khas Batailik / Nurhayati;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr. Mohd. Hasan Gp. Suka Damai;Rujak;5000;180000;2
2548;Munawarah Cell / Mirza Fahmi;Perdagangan;Mikro;Banda Aceh;Lueng Bata;T. Imum Lueng Bata Sp. Surabaya;Penjualan Pulsa Hand Phone;45000;38000;0
2549;Hananan / Maryam Yunus;Perdagangan;Mikro;Banda Aceh;Lueng Bata;Mr. Mohd. Hasan Gp. Suka Damai;Warung Kopi;25000;36000;0
